Vehicle,Arrival Time,Payment Type,Exit Time,Wait Time
Kendaraan-171,369.9061730017847,electronic,373.9061730017847,0.0
Kendaraan-172,371.7870592589876,electronic,375.7870592589876,0.0
Kendaraan-173,373.20912745165214,electronic,377.20912745165214,0.0
Kendaraan-174,376.62101344296747,electronic,380.62101344296747,0.0
Kendaraan-175,380.28244350820853,electronic,384.28244350820853,0.0
Kendaraan-176,380.75183734492913,electronic,384.75183734492913,0.0
Kendaraan-177,380.9784064800699,electronic,384.9784064800699,0.0
Kendaraan-178,382.2316615920849,electronic,386.2316615920849,0.0
Kendaraan-179,383.4559200998332,electronic,388.28244350820853,0.8265234083753512
Kendaraan-180,384.85432040512654,electronic,388.85432040512654,0.0
Kendaraan-181,387.75635681531304,electronic,391.75635681531304,0.0
Kendaraan-182,390.242824711957,electronic,394.242824711957,0.0
Kendaraan-183,399.455149038857,electronic,403.455149038857,0.0
Kendaraan-184,399.68538045674615,electronic,403.68538045674615,0.0
Kendaraan-185,400.8302782309199,electronic,404.8302782309199,0.0
Kendaraan-186,401.75129899389725,electronic,405.75129899389725,0.0
Kendaraan-187,406.14714672675444,electronic,410.14714672675444,0.0
Kendaraan-188,406.7824625503075,electronic,410.7824625503075,0.0
Kendaraan-189,407.2513047197206,electronic,411.2513047197206,0.0
Kendaraan-190,408.57423660989093,electronic,412.57423660989093,0.0
Kendaraan-191,409.79196251189177,electronic,414.14714672675444,0.3551842148626747
Kendaraan-192,410.5174857858846,electronic,414.7824625503075,0.2649767644228973
Kendaraan-193,411.1562058664523,electronic,415.2513047197206,0.09509885326832546
Kendaraan-194,416.86155066882657,electronic,420.86155066882657,0.0
Kendaraan-195,418.16249466305896,electronic,422.16249466305896,0.0
Kendaraan-196,422.553152552216,electronic,426.553152552216,0.0
Kendaraan-197,424.32922116155635,electronic,428.32922116155635,0.0
Kendaraan-198,424.4445828959256,electronic,428.4445828959256,0.0
Kendaraan-199,440.53279086753696,electronic,444.53279086753696,0.0
Kendaraan-200,444.550695460898,electronic,448.550695460898,0.0
Kendaraan-201,452.2699117920861,electronic,456.2699117920861,0.0
Kendaraan-202,458.06693791076464,electronic,462.06693791076464,0.0
Kendaraan-203,462.26352116784403,electronic,466.26352116784403,0.0
Kendaraan-204,462.6677322356557,electronic,466.6677322356557,0.0
Kendaraan-205,464.14514125263935,electronic,468.14514125263935,0.0
Kendaraan-206,464.6795346658229,electronic,468.6795346658229,0.0
Kendaraan-207,465.81855899802036,electronic,470.26352116784403,0.4449621698236683
Kendaraan-208,465.9528362297131,electronic,470.6677322356557,0.7148960059425917
Kendaraan-209,467.01146047707726,electronic,472.14514125263935,1.133680775562084
Kendaraan-210,476.39037066354484,electronic,480.39037066354484,0.0
Kendaraan-211,477.07517308034653,electronic,481.07517308034653,0.0
Kendaraan-212,480.4814037150168,electronic,484.4814037150168,0.0
Kendaraan-213,481.83025890913376,electronic,485.83025890913376,0.0
Kendaraan-214,483.0523166570107,electronic,487.0523166570107,0.0
Kendaraan-215,490.0611379436735,electronic,494.0611379436735,0.0
Kendaraan-216,502.03145722994867,electronic,506.03145722994867,0.0
Kendaraan-217,503.8345884710723,electronic,507.8345884710723,0.0
Kendaraan-218,506.6508041195962,electronic,510.6508041195962,0.0
Kendaraan-219,507.0245335352945,electronic,511.0245335352945,0.0
Kendaraan-220,507.8067176743011,electronic,511.8067176743011,0.0
Kendaraan-221,515.5054652887411,electronic,519.5054652887411,0.0
Kendaraan-222,517.4289114692781,electronic,521.4289114692781,0.0
Kendaraan-223,519.1651612239283,electronic,523.1651612239283,0.0
Kendaraan-224,522.227892809596,electronic,526.227892809596,0.0
Kendaraan-225,522.3587023087101,electronic,526.3587023087101,0.0
Kendaraan-226,524.3086956856655,electronic,528.3086956856655,0.0
Kendaraan-227,525.8617273696337,electronic,529.8617273696337,0.0
Kendaraan-228,530.1182140564966,electronic,534.1182140564966,0.0
Kendaraan-229,530.4988846604972,electronic,534.4988846604972,0.0
Kendaraan-230,537.6956413164513,electronic,541.6956413164513,0.0
Kendaraan-231,537.8812030367834,electronic,541.8812030367834,0.0
Kendaraan-232,538.3380472599972,electronic,542.3380472599972,0.0
Kendaraan-233,540.3468359227204,electronic,544.3468359227204,0.0
Kendaraan-234,542.8459121931659,electronic,546.8459121931659,0.0
Kendaraan-235,543.4417922155967,electronic,547.4417922155967,0.0
Kendaraan-236,543.725580064536,electronic,547.725580064536,0.0
Kendaraan-237,548.6364473465471,electronic,552.6364473465471,0.0
Kendaraan-238,549.2645552552458,electronic,553.2645552552458,0.0
Kendaraan-239,551.2705144572533,electronic,555.2705144572533,0.0
Kendaraan-240,553.4170872238867,electronic,557.4170872238867,0.0
Kendaraan-241,554.6246243676584,electronic,558.6246243676584,0.0
Kendaraan-242,556.5719189514781,electronic,560.5719189514781,0.0
Kendaraan-243,558.2158819932984,electronic,562.2158819932984,0.0
Kendaraan-244,564.2800132774427,electronic,568.2800132774427,0.0
Kendaraan-245,564.7877505520702,electronic,568.7877505520702,0.0
Kendaraan-246,567.5865430495548,electronic,571.5865430495548,0.0
Kendaraan-247,568.1925637806712,electronic,572.1925637806712,0.0
Kendaraan-248,569.3121784153282,electronic,573.3121784153282,0.0
Kendaraan-249,571.7872843577898,electronic,575.7872843577898,0.0
Kendaraan-250,572.5798860738595,electronic,576.5798860738595,0.0
Kendaraan-251,573.4244559711886,electronic,577.4244559711886,0.0
Kendaraan-252,576.5217454833783,electronic,580.5217454833783,0.0
Kendaraan-253,576.689098750511,electronic,580.689098750511,0.0
Kendaraan-254,578.051356996837,electronic,582.051356996837,0.0
Kendaraan-255,592.4344003914924,electronic,596.4344003914924,0.0
Kendaraan-256,604.7585522448101,electronic,608.7585522448101,0.0
Kendaraan-257,604.9276255903875,electronic,608.9276255903875,0.0
Kendaraan-258,605.460343648984,electronic,609.460343648984,0.0
Kendaraan-259,606.1451380713867,electronic,610.1451380713867,0.0
Kendaraan-260,612.1605635955195,electronic,616.1605635955195,0.0
Kendaraan-261,616.8883214603566,electronic,620.8883214603566,0.0
Kendaraan-262,621.5865451050812,electronic,625.5865451050812,0.0
Kendaraan-263,622.6116230793035,electronic,626.6116230793035,0.0
Kendaraan-264,622.9931222699106,electronic,626.9931222699106,0.0
Kendaraan-265,626.980305051856,electronic,630.980305051856,0.0
Kendaraan-266,629.6821777723137,electronic,633.6821777723137,0.0
Kendaraan-267,631.7842217352636,electronic,635.7842217352636,0.0
Kendaraan-268,641.4751029490795,electronic,645.4751029490795,0.0
Kendaraan-269,643.8334319720661,electronic,647.8334319720661,0.0
Kendaraan-270,643.8508850124911,electronic,647.8508850124911,0.0
Kendaraan-271,647.6260813068347,electronic,651.6260813068347,0.0
Kendaraan-272,648.416720952777,electronic,652.416720952777,0.0
Kendaraan-273,650.8363353333232,electronic,654.8363353333232,0.0
Kendaraan-274,657.0490788801055,electronic,661.0490788801055,0.0
Kendaraan-275,657.3695379617536,electronic,661.3695379617536,0.0
Kendaraan-276,657.642098238811,electronic,661.642098238811,0.0
Kendaraan-277,657.8936737666012,electronic,661.8936737666012,0.0
Kendaraan-278,659.6841118215934,electronic,665.0490788801055,1.364967058512093
Kendaraan-279,660.3906288412227,electronic,665.3695379617536,0.9789091205309433
Kendaraan-280,662.4538261505811,electronic,666.4538261505811,0.0
Kendaraan-281,665.263768216992,electronic,669.263768216992,0.0
Kendaraan-282,665.7696578437045,electronic,669.7696578437045,0.0
Kendaraan-283,668.0047074390717,electronic,672.0047074390717,0.0
Kendaraan-284,668.6858258561999,electronic,672.6858258561999,0.0
Kendaraan-285,670.1757591174693,electronic,674.1757591174693,0.0
Kendaraan-286,675.4144850875073,electronic,679.4144850875073,0.0
Kendaraan-287,679.5733214572854,electronic,683.5733214572854,0.0
Kendaraan-288,679.7885207091791,electronic,683.7885207091791,0.0
Kendaraan-289,681.0127682278634,electronic,685.0127682278634,0.0
Kendaraan-290,681.7325545925527,electronic,685.7325545925527,0.0
Kendaraan-291,681.7404479035341,electronic,687.5733214572854,1.8328735537512557
Kendaraan-292,685.017234649178,electronic,689.017234649178,0.0
Kendaraan-293,687.2698231551054,electronic,691.2698231551054,0.0
Kendaraan-294,687.9448250133528,electronic,691.9448250133528,0.0
Kendaraan-295,690.9488675754903,electronic,694.9488675754903,0.0
Kendaraan-296,692.7316430314397,electronic,696.7316430314397,0.0
Kendaraan-297,693.9717965712204,electronic,697.9717965712204,0.0
Kendaraan-298,693.9933893595284,electronic,697.9933893595284,0.0
Kendaraan-299,694.1672231567262,electronic,698.9488675754903,0.7816444187641309
Kendaraan-300,698.9372033841363,electronic,702.9372033841363,0.0
Kendaraan-301,704.1431218684215,electronic,708.1431218684215,0.0
Kendaraan-302,705.8959130711262,electronic,709.8959130711262,0.0
Kendaraan-303,709.894487265192,electronic,713.894487265192,0.0
Kendaraan-304,711.835584262307,electronic,715.835584262307,0.0
Kendaraan-305,712.1917594515711,electronic,716.1917594515711,0.0
Kendaraan-306,712.4947154177299,electronic,716.4947154177299,0.0
Kendaraan-307,713.3136992646672,electronic,717.894487265192,0.5807880005247625
Kendaraan-308,718.4080359294633,electronic,722.4080359294633,0.0
Kendaraan-309,721.941891482119,electronic,725.941891482119,0.0
Kendaraan-310,726.3222113352512,electronic,730.3222113352512,0.0
Kendaraan-311,731.4152977072164,electronic,735.4152977072164,0.0
Kendaraan-312,731.9393404231919,electronic,735.9393404231919,0.0
Kendaraan-313,732.5772409889113,electronic,736.5772409889113,0.0
Kendaraan-314,732.8182840271617,electronic,736.8182840271617,0.0
Kendaraan-315,736.1841867925182,electronic,740.1841867925182,0.0
Kendaraan-316,740.9738023081152,electronic,744.9738023081152,0.0
Kendaraan-317,742.1327167480016,electronic,746.1327167480016,0.0
Kendaraan-318,744.2867753245106,electronic,748.2867753245106,0.0
Kendaraan-319,744.6598646524922,electronic,748.6598646524922,0.0
Kendaraan-320,750.5655573282968,electronic,754.5655573282968,0.0
Kendaraan-321,755.0090328593196,electronic,759.0090328593196,0.0
Kendaraan-322,763.3164177813898,electronic,767.3164177813898,0.0
Kendaraan-323,767.015975918635,electronic,771.015975918635,0.0
Kendaraan-324,771.7540546623358,electronic,775.7540546623358,0.0
Kendaraan-325,771.8098295867466,electronic,775.8098295867466,0.0
Kendaraan-326,774.7741553990371,electronic,778.7741553990371,0.0
Kendaraan-327,775.6713660448656,electronic,779.6713660448656,0.0
Kendaraan-328,781.6068860668332,electronic,785.6068860668332,0.0
Kendaraan-329,785.2083894543837,electronic,789.2083894543837,0.0
Kendaraan-330,789.6429923454565,electronic,793.6429923454565,0.0
Kendaraan-331,793.3422874019883,electronic,797.3422874019883,0.0
Kendaraan-332,794.0319419581515,electronic,798.0319419581515,0.0
Kendaraan-333,797.4724373352094,electronic,801.4724373352094,0.0
Kendaraan-334,797.7266514610684,electronic,801.7266514610684,0.0
Kendaraan-335,802.2978266969525,electronic,806.2978266969525,0.0
Kendaraan-336,806.6447484729591,electronic,810.6447484729591,0.0
Kendaraan-337,807.2038293347753,electronic,811.2038293347753,0.0
Kendaraan-338,810.9727464192285,electronic,814.9727464192285,0.0
Kendaraan-339,812.3432971811205,electronic,816.3432971811205,0.0
Kendaraan-340,813.1524485153407,electronic,817.1524485153407,0.0
Kendaraan-341,816.6778531450847,electronic,820.6778531450847,0.0
Kendaraan-342,817.2517351142963,electronic,821.2517351142963,0.0
Kendaraan-343,817.3049549693102,electronic,821.3049549693102,0.0
Kendaraan-344,817.7818270844427,electronic,821.7818270844427,0.0
Kendaraan-345,818.6660200239626,electronic,824.6778531450847,2.011833121122095
Kendaraan-346,823.1053509761931,electronic,827.1053509761931,0.0
Kendaraan-347,830.6784462382797,electronic,834.6784462382797,0.0
Kendaraan-348,831.405756275947,electronic,835.405756275947,0.0
Kendaraan-349,833.6852577912955,electronic,837.6852577912955,0.0
Kendaraan-350,834.8192349942068,electronic,838.8192349942068,0.0
Kendaraan-351,843.6441811519157,electronic,847.6441811519157,0.0
Kendaraan-352,845.3515939864963,electronic,849.3515939864963,0.0
Kendaraan-353,851.5755418470857,electronic,855.5755418470857,0.0
Kendaraan-354,851.8478837778355,electronic,855.8478837778355,0.0
Kendaraan-355,859.6701094678533,electronic,863.6701094678533,0.0
Kendaraan-356,860.1072336824147,electronic,864.1072336824147,0.0
Kendaraan-357,867.4057444644776,electronic,871.4057444644776,0.0
Kendaraan-358,868.091343326673,electronic,872.091343326673,0.0
Kendaraan-359,868.3463222919564,electronic,872.3463222919564,0.0
Kendaraan-360,869.6133394853413,electronic,873.6133394853413,0.0
Kendaraan-361,872.5110264245357,electronic,876.5110264245357,0.0
Kendaraan-362,873.3474872564976,electronic,877.3474872564976,0.0
Kendaraan-363,875.4184530226355,electronic,879.4184530226355,0.0
Kendaraan-364,877.0101381707825,electronic,881.0101381707825,0.0
Kendaraan-365,878.0911400362803,electronic,882.0911400362803,0.0
Kendaraan-366,880.0009393283212,electronic,884.0009393283212,0.0
Kendaraan-367,880.6542696727043,electronic,884.6542696727043,0.0
Kendaraan-368,883.395812845266,electronic,887.395812845266,0.0
Kendaraan-369,883.3995744231422,electronic,887.3995744231422,0.0
Kendaraan-370,889.1728313026657,electronic,893.1728313026657,0.0
Kendaraan-371,890.8909851148469,electronic,894.8909851148469,0.0
Kendaraan-372,893.7152785098198,electronic,897.7152785098198,0.0
Kendaraan-373,896.7255056565584,electronic,900.7255056565584,0.0
Kendaraan-374,899.1934367663093,electronic,903.1934367663093,0.0
Kendaraan-375,900.1998923271047,electronic,904.1998923271047,0.0
Kendaraan-376,900.3610979563316,electronic,904.3610979563316,0.0
Kendaraan-377,902.7863241005772,electronic,906.7863241005772,0.0
Kendaraan-378,903.676937817095,electronic,907.676937817095,0.0
Kendaraan-379,904.5141704669367,electronic,908.5141704669367,0.0
Kendaraan-380,908.7007822141736,electronic,912.7007822141736,0.0
Kendaraan-381,911.5276453888707,electronic,915.5276453888707,0.0
Kendaraan-382,912.3212796846631,electronic,916.3212796846631,0.0
Kendaraan-383,913.1435630112823,electronic,917.1435630112823,0.0
Kendaraan-384,914.3100353700254,electronic,918.3100353700254,0.0
Kendaraan-385,915.4541115763602,electronic,919.5276453888707,0.0735338125105045
Kendaraan-386,916.2329721843215,electronic,920.3212796846631,0.08830750034155699
Kendaraan-387,916.5355265048304,electronic,921.1435630112823,0.6080365064518674
Kendaraan-388,917.7477420885596,electronic,922.3100353700254,0.562293281465827
Kendaraan-389,924.0132761754593,electronic,928.0132761754593,0.0
Kendaraan-390,926.5268046004379,electronic,930.5268046004379,0.0
Kendaraan-391,931.7068970982277,electronic,935.7068970982277,0.0
Kendaraan-392,933.8310088402287,electronic,937.8310088402287,0.0
Kendaraan-393,934.6266373493681,electronic,938.6266373493681,0.0
Kendaraan-394,936.3909355711571,electronic,940.3909355711571,0.0
Kendaraan-395,936.3918378425196,electronic,940.3918378425196,0.0
Kendaraan-396,937.1432886240316,electronic,941.8310088402287,0.6877202161971354
Kendaraan-397,938.3920057558444,electronic,942.6266373493681,0.2346315935237726
Kendaraan-398,940.3197042738728,electronic,944.3909355711571,0.07123129728427102
Kendaraan-399,942.6827219653069,electronic,946.6827219653069,0.0
Kendaraan-400,944.0726474275849,electronic,948.0726474275849,0.0
Kendaraan-401,945.3697201749127,electronic,949.3697201749127,0.0
Kendaraan-402,945.9039838676573,electronic,949.9039838676573,0.0
Kendaraan-403,947.328224060567,electronic,951.328224060567,0.0
Kendaraan-404,952.4714765549967,electronic,956.4714765549967,0.0
Kendaraan-405,956.004269145385,electronic,960.004269145385,0.0
Kendaraan-406,956.4175087798002,electronic,960.4175087798002,0.0
Kendaraan-407,956.6144149609967,electronic,960.6144149609967,0.0
Kendaraan-408,958.2245011872499,electronic,962.2245011872499,0.0
Kendaraan-409,960.4516840493839,electronic,964.4516840493839,0.0
Kendaraan-410,961.3589093143746,electronic,965.3589093143746,0.0
Kendaraan-411,965.150193828079,electronic,969.150193828079,0.0
Kendaraan-412,968.2409878407427,electronic,972.2409878407427,0.0
Kendaraan-413,970.7235888241818,electronic,974.7235888241818,0.0
Kendaraan-414,971.2889859359744,electronic,975.2889859359744,0.0
Kendaraan-415,971.7824449542268,electronic,975.7824449542268,0.0
Kendaraan-416,971.8373974779139,electronic,976.2409878407427,0.40359036282882244
