Vehicle,Arrival Time,Payment Type,Exit Time,Wait Time
Kendaraan-386,916.2329721843215,electronic,928.091343326673,7.85837114235153
Kendaraan-387,916.5355265048304,electronic,931.4057444644776,10.87021795964722
Kendaraan-388,917.7477420885596,electronic,932.091343326673,10.343601238113479
Kendaraan-389,924.0132761754593,electronic,935.4057444644776,7.392468289018325
Kendaraan-390,926.5268046004379,electronic,936.091343326673,5.564538726235128
Kendaraan-391,931.7068970982277,electronic,939.4057444644776,3.698847366249879
Kendaraan-392,933.8310088402287,electronic,940.091343326673,2.2603344864443216
Kendaraan-393,934.6266373493681,electronic,943.4057444644776,4.779107115109468
Kendaraan-394,936.3909355711571,electronic,944.091343326673,3.7004077555159256
Kendaraan-395,936.3918378425196,electronic,947.4057444644776,7.013906621957972
Kendaraan-396,937.1432886240316,electronic,948.091343326673,6.948054702641457
Kendaraan-397,938.3920057558444,electronic,951.4057444644776,9.013738708633241
Kendaraan-398,940.3197042738728,electronic,952.091343326673,7.771639052800197
Kendaraan-399,942.6827219653069,electronic,955.4057444644776,8.723022499170725
Kendaraan-400,944.0726474275849,electronic,956.091343326673,8.01869589908813
Kendaraan-401,945.3697201749127,electronic,959.4057444644776,10.03602428956492
Kendaraan-402,945.9039838676573,electronic,960.091343326673,10.187359459015738
Kendaraan-403,947.328224060567,electronic,963.4057444644776,12.077520403910626
Kendaraan-404,952.4714765549967,electronic,964.091343326673,7.619866771676357
Kendaraan-405,956.004269145385,electronic,967.4057444644776,7.401475319092583
Kendaraan-406,956.4175087798002,electronic,968.091343326673,7.673834546872854
Kendaraan-407,956.6144149609967,electronic,971.4057444644776,10.791329503480938
Kendaraan-408,958.2245011872499,electronic,972.091343326673,9.86684213942317
Kendaraan-409,960.4516840493839,electronic,975.4057444644776,10.95406041509375
Kendaraan-410,961.3589093143746,electronic,976.091343326673,10.732434012298427
Kendaraan-411,965.150193828079,electronic,979.4057444644776,10.255550636398652
Kendaraan-412,968.2409878407427,electronic,980.091343326673,7.850355485930322
Kendaraan-413,970.7235888241818,electronic,983.4057444644776,8.682155640295832
Kendaraan-414,971.2889859359744,electronic,984.091343326673,8.802357390698603
Kendaraan-415,971.7824449542268,electronic,987.4057444644776,11.623299510250831
Kendaraan-416,971.8373974779139,electronic,988.091343326673,12.253945848759145
Kendaraan-417,972.4614619236633,electronic,991.4057444644776,14.944282540814356
Kendaraan-418,973.8939435978702,electronic,992.091343326673,14.197399728802793
Kendaraan-419,978.1058831747239,electronic,995.4057444644776,13.299861289753721
Kendaraan-420,978.2739196926044,electronic,996.091343326673,13.817423634068632
Kendaraan-421,979.4632271397797,electronic,999.4057444644776,15.94251732469786
Kendaraan-422,981.6712679579796,electronic,1000.091343326673,14.42007536869346
Kendaraan-423,982.1517383541592,electronic,1003.4057444644776,17.254006110318414
Kendaraan-424,984.800390698002,electronic,1004.091343326673,15.290952628670993
Kendaraan-425,986.315866877868,electronic,1007.4057444644776,17.089877586609646
Kendaraan-426,986.9374075899707,electronic,1008.091343326673,17.15393573670235
Kendaraan-427,989.3091459739315,electronic,1011.4057444644776,18.096598490546057
Kendaraan-428,989.3215020799419,electronic,1012.091343326673,18.769841246731175
Kendaraan-429,992.4107459210755,electronic,1015.4057444644776,18.994998543402062
Kendaraan-430,995.6771388324378,electronic,1016.091343326673,16.414204494235264
Kendaraan-431,995.927598056797,electronic,1019.4057444644776,19.478146407680583
Kendaraan-432,997.1579081031239,electronic,1020.091343326673,18.933435223549168
Kendaraan-433,997.5877908505175,electronic,1023.4057444644776,21.81795361396007
Kendaraan-434,1004.6306296732262,electronic,1024.091343326673,15.460713653446874
Kendaraan-435,1006.2522374823194,electronic,1027.4057444644777,17.153506982158206
Kendaraan-436,1006.3667334821176,electronic,1028.091343326673,17.724609844555403
Kendaraan-437,1007.0036527775172,electronic,1031.4057444644777,20.40209168696049
Kendaraan-438,1011.1949639365063,electronic,1032.091343326673,16.89637939016677
Kendaraan-439,1012.549753573311,electronic,1035.4057444644777,18.855990891166698
Kendaraan-440,1016.1420782947175,electronic,1036.091343326673,15.94926503195552
Kendaraan-441,1018.5895210245667,electronic,1039.4057444644777,16.816223439911028
Kendaraan-442,1028.3982461518804,electronic,1040.091343326673,7.693097174792683
Kendaraan-443,1030.4093254223878,electronic,1043.4057444644777,8.996419042089883
Kendaraan-444,1037.0682693253848,electronic,1044.091343326673,3.0230740012882507
Kendaraan-445,1042.0023196087593,electronic,1047.4057444644777,1.4034248557184128
Kendaraan-446,1044.1099476053535,electronic,1048.1099476053535,0.0
Kendaraan-447,1046.933005463981,electronic,1051.4057444644777,0.472739000496631
Kendaraan-448,1048.4946709416113,electronic,1052.4946709416113,0.0
Kendaraan-449,1052.4398054225037,electronic,1056.4398054225037,0.0
Kendaraan-450,1054.203782853974,electronic,1058.203782853974,0.0
Kendaraan-451,1059.2594467524057,electronic,1063.2594467524057,0.0
Kendaraan-452,1062.2844085532702,electronic,1066.2844085532702,0.0
Kendaraan-453,1063.714935416045,electronic,1067.714935416045,0.0
Kendaraan-454,1064.3816313872799,electronic,1070.2844085532702,1.902777165990301
Kendaraan-455,1065.0127613392392,electronic,1071.714935416045,2.7021740768057043
Kendaraan-456,1067.2687085541565,electronic,1074.2844085532702,3.0156999991136217
Kendaraan-457,1070.4945713530185,electronic,1075.714935416045,1.220364063026409
Kendaraan-458,1072.1316397787587,electronic,1078.2844085532702,2.1527687745115145
Kendaraan-459,1074.3216456787163,electronic,1079.714935416045,1.3932897373285869
Kendaraan-460,1075.0350424178014,electronic,1082.2844085532702,3.24936613546879
Kendaraan-461,1075.2142643258885,electronic,1083.714935416045,4.500671090156402
Kendaraan-462,1075.9620235437064,electronic,1086.2844085532702,6.322385009563732
Kendaraan-463,1076.6666079235108,electronic,1087.714935416045,7.048327492534099
Kendaraan-464,1077.522686738464,electronic,1090.2844085532702,8.761721814806151
Kendaraan-465,1079.2490417668707,electronic,1091.714935416045,8.465893649174177
Kendaraan-466,1079.580006319259,electronic,1094.2844085532702,10.70440223401124
Kendaraan-467,1080.1644605258205,electronic,1095.714935416045,11.55047489022445
Kendaraan-468,1082.795585366673,electronic,1098.2844085532702,11.488823186597074
Kendaraan-469,1085.5191457686165,electronic,1099.714935416045,10.195789647428455
Kendaraan-470,1085.6666665042278,electronic,1102.2844085532702,12.617742049042363
Kendaraan-471,1086.830160132129,electronic,1103.714935416045,12.884775283915815
Kendaraan-472,1088.5684298073336,electronic,1106.2844085532702,13.715978745936582
Kendaraan-473,1089.7628026638204,electronic,1107.714935416045,13.952132752224543
Kendaraan-474,1090.2777431942434,electronic,1110.2844085532702,16.006665359026783
Kendaraan-475,1091.488797973128,electronic,1111.714935416045,16.22613744291698
Kendaraan-476,1096.715863757872,electronic,1114.2844085532702,13.568544795398111
Kendaraan-477,1098.6653325055918,electronic,1115.714935416045,13.049602910453132
Kendaraan-478,1101.3079095811513,electronic,1118.2844085532702,12.976498972118861
Kendaraan-479,1105.625772919618,electronic,1119.714935416045,10.08916249642698
Kendaraan-480,1108.849557546549,electronic,1122.2844085532702,9.434851006721146
Kendaraan-481,1109.9132254413284,electronic,1123.714935416045,9.80170997471646
Kendaraan-482,1109.9263666282436,electronic,1126.2844085532702,12.358041925026555
Kendaraan-483,1110.8896831477698,electronic,1127.714935416045,12.825252268275108
Kendaraan-484,1114.001443987887,electronic,1130.2844085532702,12.282964565383281
Kendaraan-485,1118.2689431599013,electronic,1131.714935416045,9.445992256143654
Kendaraan-486,1125.084067582124,electronic,1134.2844085532702,5.200340971146261
Kendaraan-487,1126.290825701754,electronic,1135.714935416045,5.4241097142908075
Kendaraan-488,1129.3495058963115,electronic,1138.2844085532702,4.934902656958684
Kendaraan-489,1131.1049493508601,electronic,1139.714935416045,4.609986065184785
Kendaraan-490,1133.1592947841239,electronic,1142.2844085532702,5.12511376914631
Kendaraan-491,1133.7129664100003,electronic,1143.714935416045,6.0019690060446464
Kendaraan-492,1134.2634556099877,electronic,1146.2844085532702,8.02095294328251
Kendaraan-493,1135.5354783814375,electronic,1147.714935416045,8.179457034607367
Kendaraan-494,1135.6009325419702,electronic,1150.2844085532702,10.683476011299945
Kendaraan-495,1136.5113064185718,electronic,1151.714935416045,11.20362899747306
Kendaraan-496,1139.0374314474634,electronic,1154.2844085532702,11.246977105806764
Kendaraan-497,1140.1886449522988,electronic,1155.714935416045,11.526290463746136
Kendaraan-498,1140.5894830097873,electronic,1158.2844085532702,13.694925543482896
Kendaraan-499,1141.989407699015,electronic,1159.714935416045,13.72552771702999
Kendaraan-500,1142.2928279393755,electronic,1162.2844085532702,15.991580613894712
Kendaraan-501,1144.4562526181796,electronic,1163.714935416045,15.258682797865276
Kendaraan-502,1144.517000881206,electronic,1166.2844085532702,17.76740767206411
Kendaraan-503,1145.6301313695942,electronic,1167.714935416045,18.0848040464507
Kendaraan-504,1147.4768257777055,electronic,1170.2844085532702,18.807582775564697
Kendaraan-505,1147.5378837340252,electronic,1171.714935416045,20.177051682019737
Kendaraan-506,1149.8252581271238,electronic,1174.2844085532702,20.45915042614638
Kendaraan-507,1150.1493353603385,electronic,1175.714935416045,21.565600055706454
Kendaraan-508,1151.5256383890799,electronic,1178.2844085532702,22.75877016419031
Kendaraan-509,1151.6402893968118,electronic,1179.714935416045,24.074646019233114
Kendaraan-510,1152.699381539385,electronic,1182.2844085532702,25.58502701388511
Kendaraan-511,1153.2278841407613,electronic,1183.714935416045,26.487051275283648
Kendaraan-512,1154.107397161884,electronic,1186.2844085532702,28.17701139138626
Kendaraan-513,1157.2901822954816,electronic,1187.714935416045,26.42475312056331
Kendaraan-514,1158.3493544363278,electronic,1190.2844085532702,27.93505411694241
Kendaraan-515,1161.447945869016,electronic,1191.714935416045,26.26698954702897
Kendaraan-516,1165.410925241253,electronic,1194.2844085532702,24.873483312017242
Kendaraan-517,1166.0569594130666,electronic,1195.714935416045,25.65797600297833
Kendaraan-518,1166.2468610811038,electronic,1198.2844085532702,28.037547472166352
Kendaraan-519,1166.290357984025,electronic,1199.714935416045,29.424577432019987
Kendaraan-520,1168.0131727552186,electronic,1202.2844085532702,30.27123579805152
Kendaraan-521,1188.6617498346172,electronic,1203.714935416045,11.05318558142767
Kendaraan-522,1189.6189096308221,electronic,1206.2844085532702,12.665498922448023
Kendaraan-523,1191.9527627514176,electronic,1207.714935416045,11.762172664627315
Kendaraan-524,1195.3299811275363,electronic,1210.2844085532702,10.954427425733911
Kendaraan-525,1197.6740878696387,electronic,1211.714935416045,10.040847546406212
Kendaraan-526,1200.7926927066444,electronic,1214.2844085532702,9.491715846625766
Kendaraan-527,1207.432685868842,electronic,1215.714935416045,4.2822495472028095
Kendaraan-528,1207.9267852542096,electronic,1218.2844085532702,6.357623299060606
Kendaraan-529,1207.9725420437578,electronic,1219.714935416045,7.742393372287097
Kendaraan-530,1208.339932320047,electronic,1222.2844085532702,9.944476233223213
Kendaraan-531,1208.6397718021753,electronic,1223.714935416045,11.075163613869563
Kendaraan-532,1211.09982536405,electronic,1226.2844085532702,11.18458318922012
